"tweet_id","cascade_rows","size","edge_count","root_count","component_count","depth_graph","depth_field","max_breadth","avg_breadth","root_breadth","root_share","branching_mean","branching_sd","structural_virality","time_min","time_max","time_span","time_to_50pct","time_to_80pct","avg_interaction","avg_interest_similarity","avg_structural_redundancy","avg_number_exposures","total_number_exposures","mean_reciprocity","mean_retweeting_inertia","mean_followers_retweeter","mean_friends_retweeter","mean_statuses_retweeter","mean_age_retweeter","mean_followers_parent","mean_friends_parent","mean_statuses_parent","mean_age_parent","root_followers","root_friends","root_statuses","root_age","embed_1","embed_2","embed_3","embed_4","embed_5","cascade_type","shape_cluster"
"1098618291357188096",8,9,8,1,1,5,5,2,1.5,2,0.25,1.33333333333333,0.516397779494322,3.16666666666667,-2.04259633194975,1.07907443910987,3.12167077105962,0.382402261783788,0.970782609006411,2.67882472797074,0.13187383298325,0.159138969876688,0.346573590279972,2.77258872223978,0.875,0.630661647839567,9350.5,956.125,6633.375,7.625,9121.875,936.875,4406.75,7,1132,837,2387,3,1.96157056080646,1.66293922460509,1.1111404660392,0.390180644032257,0.0000000000000000000000000000000123259516440783,"unclassified",NA
"1098618467526299648",76,77,76,1,1,4,4,40,15.4,8,0.105263157894737,10.8571428571429,15.214341605084,3.40464798359535,-0.273261925194821,0.92698524113584,1.20024716633066,0.136975493374882,0.287817772956872,1.99888560090691,0.0399591595525928,0.14213544945818,0.0820832187505198,6.23832462503951,0.394736842105263,0.765674877917641,6911.57894736842,2616.23684210526,86445.6578947368,7.30263157894737,205810.355263158,30412,68975.3684210526,7.18421052631579,8793,9040,6149,3,6.34538702700036,5.10756939634641,2.59649340872588,1,0.97969484783027,"viral",2
"1098620233319895043",5,6,5,1,1,3,3,2,1.5,1,0.2,1.25,0.5,2.06666666666667,-0.27771395638037,0.668635441739184,0.946349398119554,0.0693192354202698,0.537138591456122,4.0677205712935,0.213650564749323,0.171177798768364,0.277258872223978,1.38629436111989,0.8,0.665007658350106,710,1323,8305.2,7.2,1074.8,879.8,9107.8,7.8,172,305,192,9,1.93185165257814,1,0.517638090205043,-0.517638090205042,-1,"unclassified",NA
"1098620371757088768",7,8,7,1,1,1,1,7,4,7,1,7,0,1.75,-1.01855019793144,-1.01855019793144,0,-1.01855019793144,-1.01855019793144,2.92711406540539,0.110775785044461,0.0266314696373362,0,0,0,0.743736739281507,123.428571428571,1719.71428571429,10017.5714285714,5.28571428571429,509224,46,293143,10,509224,46,293143,10,2.64575131106459,0,0,0,0,"unclassified",NA
"1098620749244444673",5,6,5,1,1,2,2,4,2,1,0.2,2.5,2.12132034355964,1.66666666666667,-0.146199574009554,0.414521569633751,0.560721143643305,-0.146199574009554,-0.0340553452808929,2.4596391868812,0.119181568830932,0.124788751837157,0,0,1,0.605805483033797,1512.4,1345.4,2405,6.4,4312.8,1063.4,3678.2,7.6,320,425,343,2,2.23606797749979,0,0,0,0,"unclassified",NA
"1098620921190010881",72,73,72,1,1,10,10,34,6.63636363636364,34,0.472222222222222,3.1304347826087,6.83110764229004,4.73668188736682,-2.14495553961919,0.810242326235457,2.95519786585465,-0.773115742069688,-0.537019002522042,2.14608991986319,0.208875386659878,0.116509749883714,0.491667089777811,35.4000304640024,0.625,0.863062368730354,10753.2361111111,7476.95833333333,45400.8055555556,2.65277777777778,102787.930555556,44792.4027777778,73941.4166666667,2.98611111111111,194882,78473,81006,3,5.86680786678498,2.69163940880322,2.32659980846902,2.11608909791986,1.75311762786817,"viral",2
"1098621277735133189",7,9,7,2,2,2,3,6,3,6,0.857142857142857,2.33333333333333,2.3094010767585,1.86363636363636,-0.179302154560856,0.850942154464131,1.03024430902499,0.719893684924859,0.719893684924859,2.35080789944807,0.0492628841721934,0.0937538885563563,0,0,0.571428571428571,0.672667564326975,726.428571428571,265.857142857143,19668.5714285714,3.28571428571429,1246.85714285714,735.142857142857,8269,1.71428571428571,1308,872,3247,1,2.28824561127074,1,0.874032048897642,0,0,"unclassified",NA
"1098621458077630464",9,10,9,1,1,2,2,6,3.33333333333333,6,0.666666666666667,3,2.64575131106459,2.22222222222222,-1.67165214237166,-0.3485849287783,1.32306721359336,-1.67165214237166,-0.559285897969536,1.93304757945038,0.198726600319924,0.0934983726659062,0,0,0.333333333333333,0.58548946924421,1127.33333333333,821.555555555556,50002.2222222222,6.22222222222222,3065.88888888889,2517.22222222222,51504.1111111111,4.55555555555556,3090,2414,73937,6,2.57135347819082,1.28789569092808,0.854087805488893,0.0000000000000000000000000000000493038065763133,0,"broadcast",1
"1098621646800384000",6,7,6,1,1,3,3,3,1.75,2,0.333333333333333,2,1,2.0952380952381,0.659283012476595,0.785326993408148,0.126043980931553,0.746537019978205,0.785326993408148,1.00187786240069,0.00487961306857226,0.15014163262869,0,0,0.666666666666667,0.651642109720422,7995.5,7749.83333333333,11290.5,3,8692.5,7484.33333333333,15971.8333333333,3.33333333333333,4920,0,3906,5,2.13577920506986,1,0.662153446861956,-0.00000000000000122124532708767,-0.662153446861956,"unclassified",NA
"1098622041085878277",75,76,75,1,1,3,3,68,19,68,0.906666666666667,12.5,27.2011029188156,2.19719298245614,0.243508141447724,1.50532934501601,1.26182120356829,0.434711363620664,0.434711363620664,1.24711637826788,0.00602281450128497,0.217022082426333,0.00924196240746593,0.693147180559945,0.0533333333333333,0.720279365696394,1040.49333333333,1482.22666666667,43375.72,6.13333333333333,291619,1909.16,107500.48,9.77333333333333,320828,1242,98253,10,8.25084213487695,1.92010928863043,1,0.999999999999999,0.984742511592423,"broadcast",1
"1098622397584941057",2,3,2,1,1,2,3,1,1,1,0.5,1,0,1.33333333333333,-1.19935067041322,-0.22006019354202,0.9792904768712,-0.70970543197762,-0.41591828891626,3.24989352032792,0.439276562456349,0.419096827645373,0,0,1,0.587370968254819,1357.5,820.5,28691.5,1.5,1735.5,1538,22652,1,2815,2562,42600,1,1.4142135623731,0,-1.4142135623731,0,0,"unclassified",NA
"1098623362295873538",4,5,4,1,1,1,1,4,2.5,4,1,4,0,1.6,0.522175875415839,0.522175875415839,0,0.522175875415839,0.522175875415839,1.62305995875512,0.250225287139134,0.18023386272207,0,0,0,0.674884797123503,808,658.25,30443.25,6.75,1833,3464,81990,10,1833,3464,81990,10,2,0,0,0,-2,"unclassified",NA
